stat_name,value,description
system.cpus8.commitStats0.committedInstType::No_OpClass,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::IntAlu,2,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::IntMult,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::IntDiv,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatAdd,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatCmp,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatCvt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatMult,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatMultAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatDiv,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatMisc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatSqrt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdAdd,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdAddAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdAlu,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdCmp,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdCvt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdMisc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdMult,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdMultAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdMatMultAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdShift,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdShiftAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdDiv,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdSqrt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatAdd,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatAlu,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatCmp,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatCvt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatDiv,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatMisc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatMult,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatMultAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatMatMultAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatSqrt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdReduceAdd,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdReduceAlu,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdReduceCmp,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatReduceAdd,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatReduceCmp,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdAes,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdAesMix,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdSha1Hash,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdSha1Hash2,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdSha256Hash,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdSha256Hash2,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdShaSigma2,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdShaSigma3,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdSha3,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdSm4e,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdCrc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdPredAlu,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdDotProd,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::Matrix,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::MatrixMov,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::MatrixOP,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::MemRead,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::MemWrite,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatMemRead,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::FloatMemWrite,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::InstPrefetch,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdUnitStrideLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdUnitStrideStore,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdUnitStrideMaskLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdUnitStrideMaskStore,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdStridedLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdStridedStore,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdIndexedLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdIndexedStore,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdWholeRegisterLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdWholeRegisterStore,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdUnitStrideSegmentedStore,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdStrideSegmentedLoad,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdStrideSegmentedStore,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdExt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdFloatExt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdConfig,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdBf16Add,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdBf16Cmp,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdBf16Cvt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdBf16DotProd,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdBf16MatMultAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdBf16Mult,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::SimdBf16MultAcc,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::Bf16Cvt,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::System,0,Class of committed instruction. (Count)
system.cpus8.commitStats0.committedInstType::total,2,Class of committed instruction. (Count)
system.cpus8.commitStats0.functionCalls,0,Number of function calls committed (Count)
system.cpus8.commitStats0.numCallsReturns,0,Number of function calls and returns committed (Count)
system.cpus8.dcache.blockedCycles::no_mshrs,0,number of cycles access was blocked (Cycle)
system.cpus8.dcache.blockedCycles::no_wbuffers,0,number of cycles access was blocked (Cycle)
system.cpus8.dcache.blockedCycles::no_targets,0,number of cycles access was blocked (Cycle)
system.cpus8.dcache.blockedCauses::no_mshrs,0,number of times access was blocked (Count)
system.cpus8.dcache.blockedCauses::no_wbuffers,0,number of times access was blocked (Count)
system.cpus8.dcache.blockedCauses::no_targets,0,number of times access was blocked (Count)
system.cpus8.dcache.avgBlocked::no_mshrs,nan,average number of cycles each access was blocked ((Cycle/Count))
system.cpus8.dcache.avgBlocked::no_wbuffers,nan,average number of cycles each access was blocked ((Cycle/Count))
system.cpus8.dcache.avgBlocked::no_targets,nan,average number of cycles each access was blocked ((Cycle/Count))
system.cpus8.dcache.replacements,0,number of replacements (Count)
system.cpus8.dcache.power_state.pwrStateResidencyTicks::UNDEFINED,2114358250,Cumulative time (in ticks) in various power states (Tick)
system.cpus8.dcache.tags.tagsInUse,0,Average ticks per tags in use ((Tick/Count))
system.cpus8.dcache.tags.totalRefs,0,Total number of references to valid blocks. (Count)
system.cpus8.dcache.tags.sampledRefs,0,Sample count of references to valid blocks. (Count)
system.cpus8.dcache.tags.avgRefs,nan,Average number of references to valid blocks. ((Count/Count))
system.cpus8.dcache.tags.warmupTick,0,The tick when the warmup percentage was hit. (Tick)
system.cpus8.dcache.tags.tagAccesses,0,Number of tag accesses (Count)
system.cpus8.dcache.tags.dataAccesses,0,Number of data accesses (Count)
system.cpus8.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED,2114358250,Cumulative time (in ticks) in various power states (Tick)
system.cpus8.decode.status::Running,4,Number of cycles decode is running (Cycle)
system.cpus8.decode.status::Idle,30,Number of cycles decode is idle (Cycle)
system.cpus8.decode.status::Squashing,2,Number of cycles decode is squashing (Cycle)
system.cpus8.decode.decodedInsts,27,Number of instructions handled by decode (Count)
system.cpus8.executeStats0.numInsts,4,Number of executed instructions (Count)
system.cpus8.executeStats0.numNop,0,Number of nop insts executed (Count)
system.cpus8.executeStats0.numBranches,0,Number of branches executed (Count)
system.cpus8.executeStats0.numLoadInsts,1,Number of load instructions executed (Count)
system.cpus8.executeStats0.numStoreInsts,0,Number of stores executed (Count)
system.cpus8.executeStats0.instRate,0.01,Inst execution rate ((Count/Cycle))
system.cpus8.executeStats0.numFpRegWrites,0,Number of times the floating registers were written (Count)
system.cpus8.executeStats0.numIntAluAccesses,3,Number of integer alu accesses (Count)
system.cpus8.executeStats0.numIntRegReads,1,Number of times the integer registers were read (Count)
system.cpus8.executeStats0.numIntRegWrites,2,Number of times the integer registers were written (Count)
system.cpus8.executeStats0.numMemRefs,1,Number of memory refs (Count)
system.cpus8.executeStats0.numMiscRegReads,1,Number of times the Misc registers were read (Count)
system.cpus8.executeStats0.numVecAluAccesses,0,Number of vector alu accesses (Count)
system.cpus8.executeStats0.numDiscardedOps,0,Number of ops (including micro ops) which were discarded before commit (Count)
system.cpus8.fetch.status::running,4,Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpus8.fetch.status::squashing,4,Number of cycles fetch has spent squashing (Cycle)
system.cpus8.fetch.status::trapPending,14,Number of cycles fetch is waiting for a trap to be processed (Cycle)
system.cpus8.fetch.status::icacheWaitResponse,16,Number of cycles fetch is waiting for the Icache to respond (Cycle)
system.cpus8.fetch.cacheLines,3,Number of cache lines fetched (Count)
system.cpus8.fetch.icacheSquashes,2,Number of outstanding Icache misses that were squashed (Count)
system.cpus8.fetch.nisnDist::samples,36,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::mean,0.75,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::stdev,2.272506,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::underflows,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::0,32,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::1,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::2,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::3,1,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::4,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::5,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::6,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::7,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::8,3,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::overflows,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::min_value,0,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::max_value,8,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.nisnDist::total,36,Number of instructions fetched each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::samples,4,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::mean,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::stdev,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::underflows,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::0,4,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::1,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::2,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::3,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::4,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::overflows,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::min_value,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::max_value,0,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetch.ftNumber::total,4,Number of fetch targets processed each cycle (Total) (Count)
system.cpus8.fetchStats0.numInsts,11,Number of instructions fetched (thread level) (Count)
system.cpus8.fetchStats0.numOps,0,Number of ops (including micro ops) fetched (thread level) (Count)
system.cpus8.fetchStats0.fetchRate,0.0275,Number of inst fetches per cycle ((Count/Cycle))
system.cpus8.fetchStats0.branchRate,0,Number of branch fetches per cycle (Ratio)
system.cpus8.fetchStats0.icacheStallCycles,16,ICache total stall cycles (Cycle)
system.cpus8.fetchStats0.numFetchSuspends,0,Number of times Execute suspended instruction fetching (Count)
system.cpus8.ftq.inserts,0,The number of FTQ insertions (Count)
system.cpus8.ftq.removals,0,The number of FTQ removals. Not including squashes (Count)
system.cpus8.ftq.squashes,0,The number of FTQ squashes (Count)
system.cpus8.ftq.locks,0,The number of times the FTQ got locked. (Count)
system.cpus8.ftq.occupancy::samples,0,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::mean,nan,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::stdev,nan,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::underflows,0,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::0-3,0,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::4-7,0,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::8,0,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::overflows,0,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::min_value,0,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::max_value,0,Distribution of the FTQ occupation. (Count)
system.cpus8.ftq.occupancy::total,0,Distribution of the FTQ occupation. (Count)
system.cpus8.icache.demandMisses::cpus08.inst,3,number of demand (read+write) misses (Count)
system.cpus8.icache.demandMisses::total,3,number of demand (read+write) misses (Count)
system.cpus8.icache.overallMisses::cpus08.inst,3,number of overall misses (Count)
system.cpus8.icache.overallMisses::total,3,number of overall misses (Count)
system.cpus8.icache.demandMissLatency::cpus08.inst,323000,number of demand (read+write) miss ticks (Tick)
system.cpus8.icache.demandMissLatency::total,323000,number of demand (read+write) miss ticks (Tick)
system.cpus8.icache.overallMissLatency::cpus08.inst,323000,number of overall miss ticks (Tick)
system.cpus8.icache.overallMissLatency::total,323000,number of overall miss ticks (Tick)
system.cpus8.icache.demandAccesses::cpus08.inst,3,number of demand (read+write) accesses (Count)
system.cpus8.icache.demandAccesses::total,3,number of demand (read+write) accesses (Count)
system.cpus8.icache.overallAccesses::cpus08.inst,3,number of overall (read+write) accesses (Count)
system.cpus8.icache.overallAccesses::total,3,number of overall (read+write) accesses (Count)
system.cpus8.icache.demandMissRate::cpus08.inst,1,miss rate for demand accesses (Ratio)
system.cpus8.icache.demandMissRate::total,1,miss rate for demand accesses (Ratio)
system.cpus8.icache.overallMissRate::cpus08.inst,1,miss rate for overall accesses (Ratio)
system.cpus8.icache.overallMissRate::total,1,miss rate for overall accesses (Ratio)
system.cpus8.icache.demandAvgMissLatency::cpus08.inst,107666.666667,average overall miss latency in ticks ((Tick/Count))
system.cpus8.icache.demandAvgMissLatency::total,107666.666667,average overall miss latency in ticks ((Tick/Count))
system.cpus8.icache.overallAvgMissLatency::cpus08.inst,107666.666667,average overall miss latency ((Tick/Count))
system.cpus8.icache.overallAvgMissLatency::total,107666.666667,average overall miss latency ((Tick/Count))
system.cpus8.icache.blockedCycles::no_mshrs,0,number of cycles access was blocked (Cycle)
system.cpus8.icache.blockedCycles::no_wbuffers,0,number of cycles access was blocked (Cycle)
system.cpus8.icache.blockedCycles::no_targets,0,number of cycles access was blocked (Cycle)
system.cpus8.icache.blockedCauses::no_mshrs,0,number of times access was blocked (Count)
system.cpus8.icache.blockedCauses::no_wbuffers,0,number of times access was blocked (Count)
system.cpus8.icache.blockedCauses::no_targets,0,number of times access was blocked (Count)
system.cpus8.icache.avgBlocked::no_mshrs,nan,average number of cycles each access was blocked ((Cycle/Count))
system.cpus8.icache.avgBlocked::no_wbuffers,nan,average number of cycles each access was blocked ((Cycle/Count))
system.cpus8.icache.avgBlocked::no_targets,nan,average number of cycles each access was blocked ((Cycle/Count))
system.cpus8.icache.demandMshrHits::cpus08.inst,1,number of demand (read+write) MSHR hits (Count)
system.cpus8.icache.demandMshrHits::total,1,number of demand (read+write) MSHR hits (Count)
system.cpus8.icache.overallMshrHits::cpus08.inst,1,number of overall MSHR hits (Count)
system.cpus8.icache.overallMshrHits::total,1,number of overall MSHR hits (Count)
system.cpus8.icache.demandMshrMisses::cpus08.inst,2,number of demand (read+write) MSHR misses (Count)
system.cpus8.icache.demandMshrMisses::total,2,number of demand (read+write) MSHR misses (Count)
system.cpus8.icache.overallMshrMisses::cpus08.inst,2,number of overall MSHR misses (Count)
system.cpus8.icache.overallMshrMisses::total,2,number of overall MSHR misses (Count)
system.cpus8.icache.demandMshrMissLatency::cpus08.inst,229250,number of demand (read+write) MSHR miss ticks (Tick)
system.cpus8.icache.demandMshrMissLatency::total,229250,number of demand (read+write) MSHR miss ticks (Tick)
system.cpus8.icache.overallMshrMissLatency::cpus08.inst,229250,number of overall MSHR miss ticks (Tick)
system.cpus8.icache.overallMshrMissLatency::total,229250,number of overall MSHR miss ticks (Tick)
system.cpus8.icache.demandMshrMissRate::cpus08.inst,0.666667,mshr miss ratio for demand accesses (Ratio)
system.cpus8.icache.demandMshrMissRate::total,0.666667,mshr miss ratio for demand accesses (Ratio)
system.cpus8.icache.overallMshrMissRate::cpus08.inst,0.666667,mshr miss ratio for overall accesses (Ratio)
system.cpus8.icache.overallMshrMissRate::total,0.666667,mshr miss ratio for overall accesses (Ratio)
system.cpus8.icache.demandAvgMshrMissLatency::cpus08.inst,114625,average overall mshr miss latency ((Tick/Count))
system.cpus8.icache.demandAvgMshrMissLatency::total,114625,average overall mshr miss latency ((Tick/Count))
system.cpus8.icache.overallAvgMshrMissLatency::cpus08.inst,114625,average overall mshr miss latency ((Tick/Count))
system.cpus8.icache.overallAvgMshrMissLatency::total,114625,average overall mshr miss latency ((Tick/Count))
system.cpus8.icache.replacements,0,number of replacements (Count)
system.cpus8.icache.ReadReq.misses::cpus08.inst,3,number of ReadReq misses (Count)
system.cpus8.icache.ReadReq.misses::total,3,number of ReadReq misses (Count)
system.cpus8.icache.ReadReq.missLatency::cpus08.inst,323000,number of ReadReq miss ticks (Tick)
system.cpus8.icache.ReadReq.missLatency::total,323000,number of ReadReq miss ticks (Tick)
system.cpus8.icache.ReadReq.accesses::cpus08.inst,3,number of ReadReq accesses(hits+misses) (Count)
system.cpus8.icache.ReadReq.accesses::total,3,number of ReadReq accesses(hits+misses) (Count)
system.cpus8.icache.ReadReq.missRate::cpus08.inst,1,miss rate for ReadReq accesses (Ratio)
system.cpus8.icache.ReadReq.missRate::total,1,miss rate for ReadReq accesses (Ratio)
system.cpus8.icache.ReadReq.avgMissLatency::cpus08.inst,107666.666667,average ReadReq miss latency ((Tick/Count))
system.cpus8.icache.ReadReq.avgMissLatency::total,107666.666667,average ReadReq miss latency ((Tick/Count))
system.cpus8.icache.ReadReq.mshrHits::cpus08.inst,1,number of ReadReq MSHR hits (Count)
system.cpus8.icache.ReadReq.mshrHits::total,1,number of ReadReq MSHR hits (Count)
system.cpus8.icache.ReadReq.mshrMisses::cpus08.inst,2,number of ReadReq MSHR misses (Count)
system.cpus8.icache.ReadReq.mshrMisses::total,2,number of ReadReq MSHR misses (Count)
system.cpus8.icache.ReadReq.mshrMissLatency::cpus08.inst,229250,number of ReadReq MSHR miss ticks (Tick)
system.cpus8.icache.ReadReq.mshrMissLatency::total,229250,number of ReadReq MSHR miss ticks (Tick)
system.cpus8.icache.ReadReq.mshrMissRate::cpus08.inst,0.666667,mshr miss rate for ReadReq accesses (Ratio)
system.cpus8.icache.ReadReq.mshrMissRate::total,0.666667,mshr miss rate for ReadReq accesses (Ratio)
system.cpus8.icache.ReadReq.avgMshrMissLatency::cpus08.inst,114625,average ReadReq mshr miss latency ((Tick/Count))
system.cpus8.icache.ReadReq.avgMshrMissLatency::total,114625,average ReadReq mshr miss latency ((Tick/Count))
system.cpus8.icache.power_state.pwrStateResidencyTicks::UNDEFINED,2114358250,Cumulative time (in ticks) in various power states (Tick)
system.cpus8.icache.tags.tagsInUse,1.999847,Average ticks per tags in use ((Tick/Count))
system.cpus8.icache.tags.totalRefs,0,Total number of references to valid blocks. (Count)
system.cpus8.icache.tags.sampledRefs,0,Sample count of references to valid blocks. (Count)
system.cpus8.icache.tags.avgRefs,nan,Average number of references to valid blocks. ((Count/Count))
system.cpus8.icache.tags.warmupTick,93500,The tick when the warmup percentage was hit. (Tick)
system.cpus8.icache.tags.occupancies::cpus08.inst,1.999847,"Average occupied blocks per tick, per requestor ((Count/Tick))"
system.cpus8.icache.tags.avgOccs::cpus08.inst,0.000488,Average percentage of cache occupancy ((Ratio/Tick))
system.cpus8.icache.tags.avgOccs::total,0.000488,Average percentage of cache occupancy ((Ratio/Tick))
system.cpus8.icache.tags.occupanciesTaskId::1024,2,Occupied blocks per task id (Count)
system.cpus8.icache.tags.ageTaskId_1024::3,2,"Occupied blocks per task id, per block age (Count)"
system.cpus8.icache.tags.ratioOccsTaskId::1024,0.000488,"Ratio of occupied blocks and all blocks, per task id (Ratio)"
system.cpus8.icache.tags.tagAccesses,26,Number of tag accesses (Count)
system.cpus8.icache.tags.dataAccesses,26,Number of data accesses (Count)
system.cpus8.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED,2114358250,Cumulative time (in ticks) in various power states (Tick)
system.cpus8.iew.dispatchStatus::running,34,Number of cycles dispatch is running (Cycle)
system.cpus8.iew.dispatchStatus::squashing,2,Number of cycles dispatch is squashing (Cycle)
system.cpus8.iew.dispatchedInsts,27,Number of instructions dispatched to IQ (Count)
system.cpus8.iew.dispSquashedInsts,0,Number of squashed instructions skipped by dispatch (Count)
system.cpus8.iew.dispLoadInsts,8,Number of dispatched load instructions (Count)
system.cpus8.iew.dispStoreInsts,8,Number of dispatched store instructions (Count)
system.cpus8.iew.dispNonSpecInsts,0,Number of dispatched non-speculative instructions (Count)
system.cpus8.iew.iqFullEvents,0,"Number of times the IQ has become full, causing a stall (Count)"
system.cpus8.iew.lsqFullEvents,0,"Number of times the LSQ has become full, causing a stall (Count)"
system.cpus8.iew.memOrderViolationEvents,0,Number of memory order violations (Count)
system.cpus8.iew.predictedTakenIncorrect,0,Number of branches that were predicted taken incorrectly (Count)
system.cpus8.iew.predictedNotTakenIncorrect,0,Number of branches that were predicted not taken incorrectly (Count)
system.cpus8.iew.branchMispredicts,0,Number of branch mispredicts detected at execute (Count)
system.cpus8.iew.instsToCommit,4,Cumulative count of insts sent to commit (Count)
system.cpus8.iew.writebackCount,2,Cumulative count of insts written-back (Count)
system.cpus8.iew.producerInst,1,Number of instructions producing a value (Count)
system.cpus8.iew.consumerInst,13,Number of instructions consuming a value (Count)
system.cpus8.iew.wbRate,0.005,Insts written-back per cycle ((Count/Cycle))
system.cpus8.iew.wbFanout,0.076923,Average fanout of values written-back ((Count/Count))
system.cpus8.interrupts.clk_domain.clock,4000,Clock period in ticks (Tick)
system.cpus8.l2bus.transDist::ReadResp,2,Transaction distribution (Count)
system.cpus8.l2bus.transDist::ReadSharedReq,2,Transaction distribution (Count)
system.cpus8.l2bus.pktCount_system.cpus08.icache.mem_side_port::system.cpus08.l2cache.cpu_side_port,4,Packet count per connected requestor and responder (Count)
system.cpus8.l2bus.pktCount::total,4,Packet count per connected requestor and responder (Count)
system.cpus8.l2bus.pktSize_system.cpus08.icache.mem_side_port::system.cpus08.l2cache.cpu_side_port,128,Cumulative packet size per connected requestor and responder (Byte)
system.cpus8.l2bus.pktSize::total,128,Cumulative packet size per connected requestor and responder (Byte)
system.cpus8.l2bus.snoops,0,Total snoops (Count)
system.cpus8.l2bus.snoopTraffic,0,Total snoop traffic (Byte)
system.cpus8.l2bus.snoopFanout::samples,2,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::mean,0,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::stdev,0,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::underflows,0,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::0,2,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::1,0,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::2,0,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::overflows,0,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::min_value,0,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::max_value,0,Request fanout histogram (Count)
system.cpus8.l2bus.snoopFanout::total,2,Request fanout histogram (Count)
system.cpus8.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED,2114358250,Cumulative time (in ticks) in various power states (Tick)
system.cpus8.l2bus.reqLayer0.occupancy,500,Layer occupancy (ticks) (Tick)
system.cpus8.l2bus.reqLayer0.utilization,0.0,Layer utilization (Ratio)
system.cpus8.l2bus.respLayer0.occupancy,1500,Layer occupancy (ticks) (Tick)
system.cpus8.l2bus.respLayer0.utilization,0.0,Layer utilization (Ratio)
system.cpus8.l2bus.snoop_filter.totRequests,2,Total number of requests made to the snoop filter. (Count)
system.cpus8.l2bus.snoop_filter.hitSingleRequests,0,Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.cpus8.l2bus.snoop_filter.hitMultiRequests,0,Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
